"","docPid","left_context","context","right_context","werkwoord","ge_prefix","persoon","zinstype","zinsdeelvolgorde","werkwoordsvolgorde","samengesteld_ww","modaal_hww","samentrekking","word","word_xml","starttag","punct","decennium","subgenre","auteur","datering","genre","titleWords","pid","titel","lokalisering","lokalisering_ruim","fictionalityLevel1"
"187","INT_308a2491-c67b-40bd-8142-2954c63d2bf1"," bescreven Op haer graf noch"," es bleven",": Daer staet, alsoe als ict","blijven","nee","3sing","bijzin","SV","PV-VD","nee","nee","nee","es bleven","es bleven",NA,NA,1470,"""history"" ""secular""","""Jan van Boendale""","""1460-1480""","""vers""","""Brabantsche yeesten (boek 1-5)""","""INT_308a2491-c67b-40bd-8142-2954c63d2bf1""","""Brabantsche yeesten (boek 1-5)""","rest","onbekend","""non-fiction"""
"188","INT_c1b59bb4-9858-4fc7-8230-77901b694f49"," lande Die heere van Adeghem"," was bleven","; Want onder sijn baniere dreven","blijven","nee","3sing","bijzin","SV","PV-VD","nee","nee","nee","was bleven","was bleven",NA,NA,1440,"""history"" ""secular""","""Jan van Heelu""","""1430-1450""","""vers""","""Rijmkroniek van Woeringen""","""INT_c1b59bb4-9858-4fc7-8230-77901b694f49""","""Rijmkroniek van Woeringen""","Brabant","zuid","""non-fiction"""
"189","INT_2fee8d61-b94e-4384-a704-5035c0e3cfd0",", ""Sodat hy daer doot om"," waer bleven",", ""En had ic die sake","blijven","nee","3sing","bijzin","SV","PV-VD","nee","nee","nee","waer bleven","waer bleven",NA,NA,1470,"""epic"" ""secular""","""Jacob van Maerlant""","""1465-1485""","""vers""","""Historie van Troyen""","""INT_2fee8d61-b94e-4384-a704-5035c0e3cfd0""","""Historie van Troyen""","Limburg/Nederrijn","onbekend","""fiction"""
"190","INT_2fee8d61-b94e-4384-a704-5035c0e3cfd0",", Dat hem en twint niet"," wer bleven",", Ors noch gheen teldende pert","blijven","nee","3sing","bijzin","SV","PV-VD","nee","nee","nee","wer bleven","wer bleven",NA,NA,1470,"""epic"" ""secular""","""Jacob van Maerlant""","""1465-1485""","""vers""","""Historie van Troyen""","""INT_2fee8d61-b94e-4384-a704-5035c0e3cfd0""","""Historie van Troyen""","Limburg/Nederrijn","onbekend","""fiction"""
"191","INT_86516127-0d9d-4666-b1b7-5964d5867506"," Ware, clagedi herde sere: ""Ic"," ware bleven"," in mine ere Wel, en","blijven","nee","1sing","hoofdzin","SV","PV-VD","nee","nee","nee","ware bleven","ware bleven",NA,NA,1350,"""chivalric romance"" ""epic"" ""secular""","""Heinriic""","""1340-1360""","""vers""","""Roman van Limborch""","""INT_86516127-0d9d-4666-b1b7-5964d5867506""","""Roman van Limborch""","rest","zuid","""fiction"""
"192","INT_2fee8d61-b94e-4384-a704-5035c0e3cfd0"," moeder, ""Doen myn vader doot"," was bleven",", ""Synen naem hem deed gheven","blijven","nee","3sing","bijzin","SV","PV-VD","nee","nee","nee","was bleven","was bleven",NA,NA,1470,"""epic"" ""secular""","""Jacob van Maerlant""","""1465-1485""","""vers""","""Historie van Troyen""","""INT_2fee8d61-b94e-4384-a704-5035c0e3cfd0""","""Historie van Troyen""","Limburg/Nederrijn","onbekend","""fiction"""
"193","INT_3ec664dd-3760-4398-b26c-7dbad70eb5f6",". Die here bat dat soe"," ware bleven",", Hi wilde hare teenen manne","blijven","nee","3sing","bijzin","SV","PV-VD","nee","nee","nee","ware bleven","ware bleven",NA,NA,1310,"""history"" ""secular""","""Jacob van Maerlant""","""1300-1325""","""vers""","""Spiegel historiael (eerste partie / derde partie / vierde partie [aandeel Maerlant])""","""INT_3ec664dd-3760-4398-b26c-7dbad70eb5f6""","""Spiegel historiael (eerste partie / derde partie / vierde partie [aandeel Maerlant])""","Vlaanderen","zuid","""non-fiction"""
"194","INT_3ec664dd-3760-4398-b26c-7dbad70eb5f6"," gedraghen, Ende sine gratie die"," es bleven"," Helyseuse in sijn leven, Die","blijven","nee","3sing","hoofdzin","SV","PV-VD","nee","nee","nee","es bleven","es bleven",NA,NA,1310,"""history"" ""secular""","""Jacob van Maerlant""","""1300-1325""","""vers""","""Spiegel historiael (eerste partie / derde partie / vierde partie [aandeel Maerlant])""","""INT_3ec664dd-3760-4398-b26c-7dbad70eb5f6""","""Spiegel historiael (eerste partie / derde partie / vierde partie [aandeel Maerlant])""","Vlaanderen","zuid","""non-fiction"""
"195","INT_c1b59bb4-9858-4fc7-8230-77901b694f49"," eere Sinen gheslechte daer af"," es bleven","; Want hine woude hem niet","blijven","nee","3sing","bijzin","SV","PV-VD","nee","nee","nee","es bleven","es bleven",NA,NA,1440,"""history"" ""secular""","""Jan van Heelu""","""1430-1450""","""vers""","""Rijmkroniek van Woeringen""","""INT_c1b59bb4-9858-4fc7-8230-77901b694f49""","""Rijmkroniek van Woeringen""","Brabant","zuid","""non-fiction"""
"196","INT_38373f8d-8c79-475c-b798-fa73c8dca250"," scheen dat die stadt ledich"," ghebleven waer",". Ende sij riepense al heilich","blijven","ja","3sing","bijzin","SV","VD-PV","nee","nee","nee","ghebleven waer","ghebleven waer",NA,NA,1510,"""legendary hagiography"" ""religious""","""unknown""","""1500-1520""","""proza""","""Leven van Sinte Clara""","""INT_38373f8d-8c79-475c-b798-fa73c8dca250""","""Leven van Sinte Clara""","Brabant","zuid","""non-fiction"""
"197","INT_d7790fa5-6d65-492a-887b-8ca24f29344a",", sijn wijf, die achter hem"," bleven was",", was weduwe iii jaer ende","blijven","nee","3sing","bijzin","SV","VD-PV","nee","nee","nee","bleven was","bleven was",NA,NA,1440,"""biblical texts"" ""religious""","""Bijbelvertaler van 1360""","""1435-1455""","""proza""","""Bijbelvertaling van 1360, Oude Testament, Zuidnederlandse Historiebijbel, Eerste Historiebijbel""","""INT_d7790fa5-6d65-492a-887b-8ca24f29344a""","""Bijbelvertaling van 1360, Oude Testament, Zuidnederlandse Historiebijbel, Eerste Historiebijbel""","rest","onbekend","""non-fiction"""
"198","INT_c1b59bb4-9858-4fc7-8230-77901b694f49"," met meere eeren Te Valkenborch"," waren bleven",". Nochtan, die dade, die daer","blijven","nee","3pl","bijzin","SV","PV-VD","nee","nee","nee","waren bleven","waren bleven",NA,NA,1440,"""history"" ""secular""","""Jan van Heelu""","""1430-1450""","""vers""","""Rijmkroniek van Woeringen""","""INT_c1b59bb4-9858-4fc7-8230-77901b694f49""","""Rijmkroniek van Woeringen""","Brabant","zuid","""non-fiction"""
"199","INT_3ec664dd-3760-4398-b26c-7dbad70eb5f6"," las. Alse keyser Arnout doot"," was bleven",", So wart int Duudsche lant","blijven","nee","3sing","bijzin","SV","PV-VD","nee","nee","nee","was bleven","was bleven",NA,NA,1310,"""history"" ""secular""","""Jacob van Maerlant""","""1300-1325""","""vers""","""Spiegel historiael (eerste partie / derde partie / vierde partie [aandeel Maerlant])""","""INT_3ec664dd-3760-4398-b26c-7dbad70eb5f6""","""Spiegel historiael (eerste partie / derde partie / vierde partie [aandeel Maerlant])""","Vlaanderen","zuid","""non-fiction"""
"200","INT_ab8a997a-dfd9-4add-907c-3ed857f80c86"," wel of weet waer kyewaert"," ghebleuen is"," Al en seyt hijs niet.","blijven","ja","3sing","bijzin","SV","VD-PV","nee","nee","nee","ghebleuen is","ghebleuen is",NA,NA,1470,"""chapbook"" ""secular""","""unknown""","""1479-1479""","""proza""","""Historie van Reynaert die vos""","""INT_ab8a997a-dfd9-4add-907c-3ed857f80c86""","""Historie van Reynaert die vos""","rest","onbekend","""fiction"""
"201","INT_3ec664dd-3760-4398-b26c-7dbad70eb5f6"," tleven, Want soe gerne vrouwe"," ware bleven","; Maer datter een gestolen was","blijven","nee","3sing","bijzin","SV","PV-VD","nee","nee","nee","ware bleven","ware bleven",NA,NA,1310,"""history"" ""secular""","""Jacob van Maerlant""","""1300-1325""","""vers""","""Spiegel historiael (eerste partie / derde partie / vierde partie [aandeel Maerlant])""","""INT_3ec664dd-3760-4398-b26c-7dbad70eb5f6""","""Spiegel historiael (eerste partie / derde partie / vierde partie [aandeel Maerlant])""","Vlaanderen","zuid","""non-fiction"""
"202","INT_c557efb3-d18c-428d-a708-27821938f511"," en wist men van wient"," was bleven",". Men heeft vernomen hier voren","blijven","nee","3sing","bijzin","SV","PV-VD","nee","nee","nee","was bleven","was bleven",NA,NA,1400,"""history"" ""secular""","""Lodewijk van Velthem""","""1390-1410""","""vers""","""Spiegel historiael (vierde partie [aandeel Velthem]), fragment Gent 5""","""INT_c557efb3-d18c-428d-a708-27821938f511""","""Spiegel historiael (vierde partie [aandeel Velthem]), fragment Gent 5""","rest","onbekend","""non-fiction"""
"203","INT_feebe687-0908-4cde-a825-6f0f5b37941f"," blootheit al ghedaen Dat ic"," bem bleven"," buten lande Hier omme doghic","blijven","nee","1sing","bijzin","SV","PV-VD","nee","nee","nee","bem bleven","bem bleven",NA,NA,1350,"""chivalric romance"" ""epic"" ""secular""","""Penninc + Pieter Vostaert""","""1350-1350""","""vers""","""Roman van Walewein""","""INT_feebe687-0908-4cde-a825-6f0f5b37941f""","""Roman van Walewein""","Vlaanderen","zuid","""fiction"""
"204","INT_718c99e6-5255-49bf-b3fb-cdbbb4f81754"," doet, Van rouwen, mede soude"," sijn bleven",". Den rouwen, dien si hevet","blijven","nee","3sing","bijzin","SV","PV-VD","nee","ja","nee","sijn bleven","sijn bleven",NA,NA,1370,"""chapbook"" ""secular""","""unknown""","""1350-1400""","""vers""","""Van den VII Vroeden van binnen Rome""","""INT_718c99e6-5255-49bf-b3fb-cdbbb4f81754""","""Van den VII Vroeden van binnen Rome""","rest","zuid","""fiction"""
"205","INT_d7790fa5-6d65-492a-887b-8ca24f29344a",", gelike dat luttel olyven, die"," bleven sijn",", uutgeslaghen werden vanden olyve besien","blijven","nee","3pl","bijzin","SV","VD-PV","nee","nee","nee","bleven sijn","bleven sijn",NA,NA,1440,"""biblical texts"" ""religious""","""Bijbelvertaler van 1360""","""1435-1455""","""proza""","""Bijbelvertaling van 1360, Oude Testament, Zuidnederlandse Historiebijbel, Eerste Historiebijbel""","""INT_d7790fa5-6d65-492a-887b-8ca24f29344a""","""Bijbelvertaling van 1360, Oude Testament, Zuidnederlandse Historiebijbel, Eerste Historiebijbel""","rest","onbekend","""non-fiction"""
"206","INT_68d11107-06d3-488a-8c77-4bf95587fb46",". Haer dedic dat mi liever"," ware bleven"," Te doene dant es ghedaen","blijven","nee","3sing","bijzin","SV","PV-VD","nee","nee","nee","ware bleven","ware bleven",NA,NA,1400,"""epic"" ""secular""","""Willem""","""1380-1425""","""vers""","""Van den vos Reynaerde""","""INT_68d11107-06d3-488a-8c77-4bf95587fb46""","""Van den vos Reynaerde""","Vlaanderen","zuid","""fiction"""
"207","INT_308a2491-c67b-40bd-8142-2954c63d2bf1"," selver wise, Die ghenote daer"," bleven waren",", Ende dat si hadden, in","blijven","nee","3pl","bijzin","SV","VD-PV","nee","nee","nee","bleven waren","bleven waren",NA,NA,1470,"""history"" ""secular""","""Jan van Boendale""","""1460-1480""","""vers""","""Brabantsche yeesten (boek 1-5)""","""INT_308a2491-c67b-40bd-8142-2954c63d2bf1""","""Brabantsche yeesten (boek 1-5)""","rest","onbekend","""non-fiction"""
"208","INT_86516127-0d9d-4666-b1b7-5964d5867506"," gheweest miin wille U herte"," ware bleven"," stille Ane die jonfrouwen van","blijven","nee","3sing","hoofdzin","SV","PV-VD","nee","nee","nee","ware bleven","ware bleven",NA,NA,1350,"""chivalric romance"" ""epic"" ""secular""","""Heinriic""","""1340-1360""","""vers""","""Roman van Limborch""","""INT_86516127-0d9d-4666-b1b7-5964d5867506""","""Roman van Limborch""","rest","zuid","""fiction"""
"209","INT_718c99e6-5255-49bf-b3fb-cdbbb4f81754"," met haren live, Ende mi"," es bleven"," een oer van hare; Dies","blijven","nee","3sing","hoofdzin","VS","PV-VD","nee","nee","nee","es bleven","es bleven",NA,NA,1370,"""chapbook"" ""secular""","""unknown""","""1350-1400""","""vers""","""Van den VII Vroeden van binnen Rome""","""INT_718c99e6-5255-49bf-b3fb-cdbbb4f81754""","""Van den VII Vroeden van binnen Rome""","rest","zuid","""fiction"""
"210","INT_2464880c-e883-44a5-9667-e882fc260c01",". Ende om dat van outs"," es bleven"," Dat die hertogen hebben ghescreven","blijven","nee","3sing","bijzin","VS","PV-VD","nee","nee","nee","es bleven","es bleven",NA,NA,1430,"""history"" ""secular""","""unknown""","""1432-1432""","""vers""","""Brabantsche yeesten (boek 6)""","""INT_2464880c-e883-44a5-9667-e882fc260c01""","""Brabantsche yeesten (boek 6)""","rest","onbekend","""non-fiction"""
"211","INT_2464880c-e883-44a5-9667-e882fc260c01",", dit es waer. Uut desen"," eest bleven"," dat noch aldaer Die ammans","blijven","nee","3sing","hoofdzin","VS","PV-VD","nee","nee","ja","eest bleven","eest bleven",NA,NA,1430,"""history"" ""secular""","""unknown""","""1432-1432""","""vers""","""Brabantsche yeesten (boek 6)""","""INT_2464880c-e883-44a5-9667-e882fc260c01""","""Brabantsche yeesten (boek 6)""","rest","onbekend","""non-fiction"""
"212","INT_3599450d-ff29-4aa0-a0ca-15a6b56cd46d"," recoort, Hoe die hertoghe doot"," es bleven",", Soe moeter hier af sijn","blijven","nee","3sing","bijzin","SV","PV-VD","nee","nee","nee","es bleven","es bleven",NA,NA,1470,"""history"" ""secular""","""unknown""","""1460-1480""","""vers""","""Brabantsche yeesten (boek 7)""","""INT_3599450d-ff29-4aa0-a0ca-15a6b56cd46d""","""Brabantsche yeesten (boek 7)""","Brabant","zuid","""non-fiction"""
"213","INT_d7790fa5-6d65-492a-887b-8ca24f29344a"," volke dat in die stat"," gebleven was",", ende vanden vluchtigen die over","blijven","ja","3sing","bijzin","SV","VD-PV","nee","nee","nee","gebleven was","gebleven was",NA,NA,1440,"""biblical texts"" ""religious""","""Bijbelvertaler van 1360""","""1435-1455""","""proza""","""Bijbelvertaling van 1360, Oude Testament, Zuidnederlandse Historiebijbel, Eerste Historiebijbel""","""INT_d7790fa5-6d65-492a-887b-8ca24f29344a""","""Bijbelvertaling van 1360, Oude Testament, Zuidnederlandse Historiebijbel, Eerste Historiebijbel""","rest","onbekend","""non-fiction"""
"214","INT_17eb43b4-6199-40cc-9599-03d66f3952ab"," Huus ende lant, ende dat"," was bleven"," Van den verradre Hermanne Van","blijven","nee","3sing","bijzin","SV","PV-VD","nee","nee","nee","was bleven","was bleven",NA,NA,1370,"""history"" ""secular""","""Melis Stoke""","""1365-1385""","""vers""","""Rijmkroniek van Holland""","""INT_17eb43b4-6199-40cc-9599-03d66f3952ab""","""Rijmkroniek van Holland""","Holland","noord","""non-fiction"""
"215","INT_729b1b49-b3fc-4e81-8ace-c70d15b1a22a"," ghetogen was. daar floridamas voer"," ghebleven was"," op sulke trouwe ende ghelove","blijven","ja","3sing","bijzin","SV","VD-PV","nee","nee","nee","ghebleven was","ghebleven was",NA,NA,1480,"""philosophy / ethics"" ""secular""","""Dirc Potter""","""1475-1495""","""proza""","""Blome der doechden""","""INT_729b1b49-b3fc-4e81-8ace-c70d15b1a22a""","""Blome der doechden""","Holland","noord","""non-fiction"""
"216","INT_18bac14b-85e6-43a9-a436-72d871628e8e"," gedreven. Die jongelinge, die daer"," waren bleven"," Onder die heydene dus gevaen","blijven","nee","3pl","bijzin","SV","PV-VD","nee","nee","nee","waren bleven","waren bleven",NA,NA,1400,"""history"" ""secular""","""Lodewijk van Velthem""","""1390-1410""","""vers""","""Spiegel historiael (vierde partie [aandeel Velthem]), fragment Gent 6""","""INT_18bac14b-85e6-43a9-a436-72d871628e8e""","""Spiegel historiael (vierde partie [aandeel Velthem]), fragment Gent 6""","rest","onbekend","""non-fiction"""
"217","INT_86516127-0d9d-4666-b1b7-5964d5867506"," in enen casteel Die hare"," bleven was"," gheheel; Doe wert daer wel","blijven","nee","3sing","bijzin","SV","VD-PV","nee","nee","nee","bleven was","bleven was",NA,NA,1350,"""chivalric romance"" ""epic"" ""secular""","""Heinriic""","""1340-1360""","""vers""","""Roman van Limborch""","""INT_86516127-0d9d-4666-b1b7-5964d5867506""","""Roman van Limborch""","rest","zuid","""fiction"""
"218","INT_89851405-338f-48b4-8254-61b853dabaa8"," wt en quamen ende gheheel"," sijn bleuen"," staende ende alle vren wel","blijven","nee","3pl","bijzin","SV","PV-VD","nee","nee","nee","sijn bleuen","sijn bleuen",NA,NA,1350,"""religious"" ""theology / ethics""","""Hadewijch""","""1340-1360""","""proza""","""Visioenen""","""INT_89851405-338f-48b4-8254-61b853dabaa8""","""Visioenen""","Brabant","zuid","""non-fiction"""
"219","INT_d7790fa5-6d65-492a-887b-8ca24f29344a",". Ende vanden kinderen van Israhel"," waren bleven"," gheslechten vii, die noch niet","blijven","nee","3pl","hoofdzin","VS","PV-VD","nee","nee","nee","waren bleven","waren bleven",NA,NA,1440,"""biblical texts"" ""religious""","""Bijbelvertaler van 1360""","""1435-1455""","""proza""","""Bijbelvertaling van 1360, Oude Testament, Zuidnederlandse Historiebijbel, Eerste Historiebijbel""","""INT_d7790fa5-6d65-492a-887b-8ca24f29344a""","""Bijbelvertaling van 1360, Oude Testament, Zuidnederlandse Historiebijbel, Eerste Historiebijbel""","rest","onbekend","""non-fiction"""
"220","INT_d7790fa5-6d65-492a-887b-8ca24f29344a"," Siba antwoerde den coninc: Hi"," es bleven"," in Iherusalem ende seit: Huden","blijven","nee","3sing","hoofdzin","SV","PV-VD","nee","nee","nee","es bleven","es bleven",NA,NA,1440,"""biblical texts"" ""religious""","""Bijbelvertaler van 1360""","""1435-1455""","""proza""","""Bijbelvertaling van 1360, Oude Testament, Zuidnederlandse Historiebijbel, Eerste Historiebijbel""","""INT_d7790fa5-6d65-492a-887b-8ca24f29344a""","""Bijbelvertaling van 1360, Oude Testament, Zuidnederlandse Historiebijbel, Eerste Historiebijbel""","rest","onbekend","""non-fiction"""
"221","INT_3599450d-ff29-4aa0-a0ca-15a6b56cd46d"," zeere, dat [hi], segghic di",", Es bleven"," ligghende. Ende hi Heeft in","blijven","nee","3sing","bijzin","SV","PV-VD","nee","nee","nee","Es bleven","Es bleven",NA,",   ",1470,"""history"" ""secular""","""unknown""","""1460-1480""","""vers""","""Brabantsche yeesten (boek 7)""","""INT_3599450d-ff29-4aa0-a0ca-15a6b56cd46d""","""Brabantsche yeesten (boek 7)""","Brabant","zuid","""non-fiction"""
"222","INT_36da0c4c-c9d0-40c4-9be8-11c8a3a5b67b"," gescreven, Daer hem luttel af"," is bleven","; Van menneger groter dieper wonde","blijven","nee","3sing","bijzin","SV","PV-VD","nee","nee","nee","is bleven","is bleven",NA,NA,1400,"""secular"" ""song"" ""stanzaic""","""not applicable""","""1390-1410""","""vers""","""Haagse liederenhandschrift""","""INT_36da0c4c-c9d0-40c4-9be8-11c8a3a5b67b""","""Haagse liederenhandschrift""","rest","onbekend","""fiction"""
"223","INT_2fee8d61-b94e-4384-a704-5035c0e3cfd0"," groot, Dat hy veel na"," was bleven"," doot, Ende hy daerna in","blijven","nee","3sing","bijzin","SV","PV-VD","nee","nee","nee","was bleven","was bleven",NA,NA,1470,"""epic"" ""secular""","""Jacob van Maerlant""","""1465-1485""","""vers""","""Historie van Troyen""","""INT_2fee8d61-b94e-4384-a704-5035c0e3cfd0""","""Historie van Troyen""","Limburg/Nederrijn","onbekend","""fiction"""
"224","INT_ab75a1bc-f63d-4a7f-9ab4-1358385004d1"," hem met minnen heet Onderdaen"," es bleven","? Ic dart wel segghen up","blijven","nee","3sing","bijzin","SV","PV-VD","nee","nee","nee","es bleven","es bleven",NA,NA,1400,"""philosophy / ethics"" ""secular"" ""stanzaic""","""Jacob van Maerlant""","""1380-1425""","""vers""","""Tweede Martijn""","""INT_ab75a1bc-f63d-4a7f-9ab4-1358385004d1""","""Tweede Martijn""","rest","onbekend","""non-fiction"""
"225","INT_3599450d-ff29-4aa0-a0ca-15a6b56cd46d"," groete heeren voorwaer, Die doot"," bleven waren"," daer, En lieten si daer","blijven","nee","3pl","bijzin","SV","VD-PV","nee","nee","nee","bleven waren","bleven waren",NA,NA,1470,"""history"" ""secular""","""unknown""","""1460-1480""","""vers""","""Brabantsche yeesten (boek 7)""","""INT_3599450d-ff29-4aa0-a0ca-15a6b56cd46d""","""Brabantsche yeesten (boek 7)""","Brabant","zuid","""non-fiction"""
"226","INT_d117b4a9-12f9-42b5-980f-a62b224ce66b"," niet noch also groet So"," waric bleuen"," in groter noet [D]ine onfermicheit","blijven","nee","1sing","hoofdzin","VS","PV-VD","nee","nee","ja","waric bleuen","waric bleuen",NA,NA,1310,"""history"" ""secular""","""Lodewijk van Velthem""","""1300-1325""","""vers""","""Spiegel historiael (vierde partie [aandeel Velthem]), fragment Mainz""","""INT_d117b4a9-12f9-42b5-980f-a62b224ce66b""","""Spiegel historiael (vierde partie [aandeel Velthem]), fragment Mainz""","Vlaanderen","zuid","""non-fiction"""
"227","INT_33aca54e-d41a-4b40-ae00-c7f9e465f208",", ende voedsteren met, Die onlanges"," was bleven",", dat wet, Van enen kinde","blijven","nee","3sing","bijzin","SV","PV-VD","nee","nee","nee","was bleven","was bleven",NA,NA,1420,"""chivalric romance"" ""epic"" ""secular""","""Jacob van Maerlant""","""1415-1435""","""vers""","""Historie van den grale""","""INT_33aca54e-d41a-4b40-ae00-c7f9e465f208""","""Historie van den grale""","Vlaanderen","zuid","""fiction"""
"228","INT_ee931413-70bf-4290-9337-78bc3fb4101a"," Na dat hem metten recht"," es bleven",". David die coninc heeft geseit","blijven","nee","3sing","bijzin","SV","PV-VD","nee","nee","nee","es bleven","es bleven",NA,NA,1410,"""secular""","""unknown""","""1400-1420""","""vers""","""Van ses vaerwen ende twaelf outheyden""","""INT_ee931413-70bf-4290-9337-78bc3fb4101a""","""Van ses vaerwen ende twaelf outheyden""","Brabant","zuid","""non-fiction"""
"229","INT_2926ed90-08a4-4618-b8c3-04db5420f3ed"," siecheit groet, Dat hi waende"," sijn bleven"," doet; Mar alst God wilde","blijven","nee","infinitief","bijzin",NA,"PV-VD","nee","nee","nee","sijn bleven","sijn bleven",NA,NA,1320,"""history"" ""secular""","""Lodewijk van Velthem""","""1315-1335""","""vers""","""Spiegel historiael (vijfde partie)""","""INT_2926ed90-08a4-4618-b8c3-04db5420f3ed""","""Spiegel historiael (vijfde partie)""","Brabant","zuid","""non-fiction"""
"230","INT_b9b2e439-e5da-44a4-b4e7-593a8648f997",", vanden welken vele tote noch"," bleven sijn",", maer selke sijn doot. Daerna","blijven","nee","3pl","bijzin","SV","VD-PV","nee","nee","nee","bleven sijn","bleven sijn",NA,NA,1380,"""biblical texts"" ""religious""","""unknown""","""1384-1395""","""proza""","""Nieuwe Testament (Zndl. vert.) - deel 2""","""INT_b9b2e439-e5da-44a4-b4e7-593a8648f997""","""Nieuwe Testament (Zndl. vert.) - deel 2""","rest","zuid","""non-fiction"""
"231","INT_68d11107-06d3-488a-8c77-4bf95587fb46"," was ghedreven Daer die dorpers"," waren bleven",". Hi was verpijnet ende moede","blijven","nee","3pl","bijzin","SV","PV-VD","nee","nee","nee","waren bleven","waren bleven",NA,NA,1400,"""epic"" ""secular""","""Willem""","""1380-1425""","""vers""","""Van den vos Reynaerde""","""INT_68d11107-06d3-488a-8c77-4bf95587fb46""","""Van den vos Reynaerde""","Vlaanderen","zuid","""fiction"""
"232","INT_3ec664dd-3760-4398-b26c-7dbad70eb5f6"," zinne, Dat sijn broeder doot"," bleven ware"," Mids onder sijns selves scare","blijven","nee","3sing","bijzin","SV","VD-PV","nee","nee","nee","bleven ware","bleven ware",NA,NA,1310,"""history"" ""secular""","""Jacob van Maerlant""","""1300-1325""","""vers""","""Spiegel historiael (eerste partie / derde partie / vierde partie [aandeel Maerlant])""","""INT_3ec664dd-3760-4398-b26c-7dbad70eb5f6""","""Spiegel historiael (eerste partie / derde partie / vierde partie [aandeel Maerlant])""","Vlaanderen","zuid","""non-fiction"""
"233","INT_5c2464ac-12ef-4aa1-8977-c662d36e68e4"," verstaen dat ghi al doot"," zijt bleuen"," inden kercker ende dan en","blijven","nee","2pl","bijzin","SV","PV-VD","nee","nee","nee","zijt bleuen","zijt bleuen",NA,NA,1540,"""chapbook"" ""chivalric romance"" ""secular""","""unknown""","""1530-1550""","""proza""","""Historie van Hughe van Bordeus""","""INT_5c2464ac-12ef-4aa1-8977-c662d36e68e4""","""Historie van Hughe van Bordeus""","Vlaanderen","zuid","""fiction"""
"234","INT_e2f16391-7739-4cce-a233-3236072f4fb9"," heet of cout siin die"," bleven siin"," in den lichaem Jeghen melancolie","blijven","nee","3pl","bijzin","SV","VD-PV","nee","nee","nee","bleven siin","bleven siin",NA,NA,1490,"""artes"" ""medicine"" ""secular""","""Thomas Scellinc""","""1480-1500""","""proza""","""Boeck van surgien""","""INT_e2f16391-7739-4cce-a233-3236072f4fb9""","""Boeck van surgien""","rest","onbekend","""non-fiction"""
"235","INT_8fcaeef8-126b-4a2b-9e60-69d566ca05bb",", kinder, knechten, die te huus"," ghebleven waren"," ende ander onghewapende versaechde mannen","blijven","ja","3pl","bijzin","SV","VD-PV","nee","nee","nee","ghebleven waren","ghebleven waren",NA,NA,1480,"""religious"" ""theology / ethics""","""Dirc van Delft""","""1480-1480""","""proza""","""Tafel van den kersten ghelove (zomerstuk)""","""INT_8fcaeef8-126b-4a2b-9e60-69d566ca05bb""","""Tafel van den kersten ghelove (zomerstuk)""","Holland","noord","""non-fiction"""
"236","INT_590673c6-9807-4cae-945b-c64fbd445597"," zeluen dleuen Die vanden goeden"," waren bleuen"," Ende houden noch die stede","blijven","nee","3pl","bijzin","SV","PV-VD","nee","nee","nee","waren bleuen","waren bleuen",NA,NA,1350,"""philosophy / ethics"" ""secular""","""Jan van Boendale""","""1340-1360""","""vers""","""Der leken spieghel""","""INT_590673c6-9807-4cae-945b-c64fbd445597""","""Der leken spieghel""","rest","onbekend","""non-fiction"""
"237","INT_86516127-0d9d-4666-b1b7-5964d5867506"," begheven, En daet god, hi"," ware bleven",", Diene bescudde met siere cracht","blijven","nee","3sing","bijzin","SV","PV-VD","nee","nee","nee","ware bleven","ware bleven",NA,NA,1350,"""chivalric romance"" ""epic"" ""secular""","""Heinriic""","""1340-1360""","""vers""","""Roman van Limborch""","""INT_86516127-0d9d-4666-b1b7-5964d5867506""","""Roman van Limborch""","rest","zuid","""fiction"""
"238","INT_8fcaeef8-126b-4a2b-9e60-69d566ca05bb"," in sinen doot niet en"," is ghebleven",". Hi nam of die traecheit","blijven","ja","3sing","bijzin","SV","PV-VD","nee","nee","nee","is ghebleven","is ghebleven",NA,NA,1480,"""religious"" ""theology / ethics""","""Dirc van Delft""","""1480-1480""","""proza""","""Tafel van den kersten ghelove (zomerstuk)""","""INT_8fcaeef8-126b-4a2b-9e60-69d566ca05bb""","""Tafel van den kersten ghelove (zomerstuk)""","Holland","noord","""non-fiction"""
"239","INT_3ec664dd-3760-4398-b26c-7dbad70eb5f6"," wale, Dat bouken van hem"," sijn bleven",". In so ongevallich leven So","blijven","nee","3pl","bijzin","SV","PV-VD","nee","nee","nee","sijn bleven","sijn bleven",NA,NA,1310,"""history"" ""secular""","""Jacob van Maerlant""","""1300-1325""","""vers""","""Spiegel historiael (eerste partie / derde partie / vierde partie [aandeel Maerlant])""","""INT_3ec664dd-3760-4398-b26c-7dbad70eb5f6""","""Spiegel historiael (eerste partie / derde partie / vierde partie [aandeel Maerlant])""","Vlaanderen","zuid","""non-fiction"""
